,Emotions,Path
697,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-12-28-02-02-03-05.wav
698,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-05-02-42-28-02-02-03-03.wav
699,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-01-28-02-02-02.wav
700,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-05-02-42-28-02-02-03-02.wav
701,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-12-28-02-02-03-04.wav
702,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-32-28-02-02-02-01.wav
703,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-40-28-02-02-03-11.wav
704,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-40-28-02-02-03-05.wav
705,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-07-01-20-28-02-02-02.wav
706,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-06-28-02-02-02.wav
707,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-42-28-02-02-03-06.wav
708,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-17-28-01-02-02-02.wav
709,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-01-28-02-02-02.wav
710,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-31-28-02-02-02-01.wav
711,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-22-28-02-02-03-02.wav
712,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-41-28-02-02-03-02.wav
713,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-40-28-02-02-03-15.wav
714,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-11-28-02-02-02-02.wav
715,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-32-28-02-02-02-05.wav
716,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-32-28-02-02-02-11.wav
717,boredom,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-01-01-14-28-02-02-02.wav
718,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-04-02-03-28-02-02-02-03.wav
719,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-04-02-03-28-02-02-02-02.wav
720,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-05-01-01-28-02-02-02-02.wav
721,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-32-28-02-02-02-10.wav
722,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-12-28-02-02-03-01.wav
723,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-32-28-02-02-02-04.wav
724,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-42-28-02-02-03-22.wav
725,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-11-28-02-02-02-03.wav
726,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-41-28-02-02-03-03.wav
727,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-40-28-02-02-03-14.wav
728,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-07-01-03-28-02-02-02.wav
729,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-01-28-02-02-03.wav
730,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-42-28-02-02-03-07.wav
731,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-42-28-02-02-03-05.wav
732,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-05-01-43-28-02-02-03.wav
733,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-22-28-02-02-03-01.wav
734,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-40-28-02-02-03-16.wav
735,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-41-28-02-02-03-01.wav
736,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-11-28-02-02-02-01.wav
737,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-42-28-02-02-03-20.wav
738,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-12-28-02-02-03-03.wav
739,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-42-28-02-02-03-08.wav
740,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-32-28-02-02-02-12.wav
741,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-32-28-02-02-02-06.wav
742,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-07-01-31-28-02-02-02.wav
743,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-04-02-03-28-02-02-02-01.wav
744,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-07-01-28-28-02-02-02.wav
745,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-05-01-01-28-02-02-02-01.wav
746,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-32-28-02-02-02-07.wav
747,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-42-28-02-02-03-09.wav
748,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-12-28-02-02-03-02.wav
749,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-42-28-02-02-03-21.wav
750,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-40-28-02-02-03-03.wav
751,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-12-01-40-28-02-02-03-17.wav
752,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-05-01-86-28-02-02-03.wav
753,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-02-31-28-02-02-02-03.wav
754,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-02-01-42-28-02-02-03-04.wav
755,excited,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_28/03-01-09-01-30-28-02-02-02.wav
756,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-08-01-11-88-02-02-18.wav
757,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-03-02-01-88-02-02-13.wav
758,boredom,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-01-02-01-88-02-04.wav
759,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-08-01-01-88-02-02.wav
760,boredom,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-01-02-01-88-02-02-11.wav
761,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-08-02-02-88-02-02.wav
762,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-06-01-03-88-02-04-16.wav
763,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-06-02-16-88-02-02-16.wav
764,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-03-01-03-88-02-02.wav
765,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-08-01-09-88-02-02.wav
766,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-07-01-05-88-02-02-17.wav
767,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-04-02-01-88-02-02-14.wav
768,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-03-01-04-88-02-02-13.wav
769,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-03-02-01-88-02-04.wav
770,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-03-01-12-88-02-02-13.wav
771,excited,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-09-02-01-88-02-02-19.wav
772,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-03-01-03-88-04-02.wav
773,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_88/03-01-07-01-02-88-02-02-17.wav
774,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-05-01-06-105-02-03-03-01.wav
775,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-02-01-04-105-02-03-03-01.wav
776,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-05-02-02-105-02-03-03.wav
777,excited,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-09-01-06-105-02-03-03-02.wav
778,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-06-01-01-105-02-03-03-01.wav
779,excited,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-09-01-04-105-02-03-03-02.wav
780,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-04-01-00-105-02-03-03.wav
781,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-04-01-00-105-02-03-03-14-01.wav
782,excited,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-09-01-03-105-02-03-03-02.wav
783,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-04-01-01-105-02-03-03-03.wav
784,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-04-01-03-105-02-03-03-01.wav
785,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-04-01-04-105-02-03-03-04.wav
786,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-04-01-15-105-02-03-03.wav
787,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-04-01-01-105-02-03-03.wav
788,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_105/03-01-04-01-04-105-02-03-03-03.wav
789,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_43/03-01-07-01-50-43-02-01-02-17.wav
790,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_43/03-01-04-01-52-43-02-02-00-14.wav
791,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_43/03-01-04-01-51-43-02-02-00-14.wav
792,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_43/03-01-04-02-50-43-02-02-00-77.wav
793,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_43/03-01-02-01-50-43-02-01-02-03-17.wav
794,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_43/03-01-04-01-52-43-02-02-00-02-14.wav
795,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_44/03-01-08-01-50-44-02-02-00-18.wav
796,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_102/03-01-07-01-04-102-02-02-02.wav
797,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_102/03-01-05-02-00-102-02-01-02-15.wav
798,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_102/03-01-03-01-01-102-02-02-02.wav
799,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_102/03-01-07-01-02-102-02-02-02-03.wav
800,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_102/03-01-07-01-02-102-02-02-02-02.wav
801,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_102/03-01-06-01-02-102-02-01-00-16.wav
802,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_102/03-01-08-01-04-102-02-01-00-18.wav
803,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_102/03-01-08-01-05-102-02-01-00-18.wav
804,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_102/03-01-06-01-02-102-02-01-02-16.wav
805,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_102/03-01-08-01-14-102-02-01-00-18.wav
806,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-03-01-02-72-02-02-04-23.wav
807,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-08-01-11-72-02-02-02.wav
808,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-05-01-02-72-02-02-05.wav
809,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-12-02-01-72-02-02-04.wav
810,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-05-01-02-72-02-02-04.wav
811,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-12-01-01-72-02-02-04.wav
812,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-04-01-01-72-02-02-04.wav
813,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-05-02-02-72-02-02-05.wav
814,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-12-01-01-72-02-02-05.wav
815,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-08-01-01-72-02-02-02.wav
816,boredom,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-01-01-02-72-02-02-04.wav
817,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-12-01-08-72-02-02-04.wav
818,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-03-01-02-72-02-02-04.wav
819,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-08-01-09-72-02-02-02.wav
820,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-04-01-02-72-02-02-04.wav
821,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-12-01-02-72-02-02-04.wav
822,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-12-02-02-72-02-02-04.wav
823,excited,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-09-02-01-72-02-02-04.wav
824,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-03-02-01-72-02-02-02.wav
825,excited,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-09-01-01-72-02-02-02.wav
826,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-12-01-04-72-02-02-04.wav
827,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-12-01-03-72-02-02-01.wav
828,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-04-01-12-72-02-02-02.wav
829,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-12-01-03-72-02-02-04.wav
830,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-08-01-02-72-02-02-02.wav
831,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_72/03-01-02-01-02-72-02-02-05.wav
832,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_86/03-01-08-01-02-86-02-02.wav
833,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_86/03-01-03-01-02-86-02-02.wav
834,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_86/03-01-12-01-06-86-02-04.wav
835,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_86/03-01-03-01-04-86-02-02.wav
836,pleasure,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_86/03-01-10-01-02-86-02-02.wav
837,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_86/03-01-03-01-06-86-02-02.wav
838,pain,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_86/03-01-11-01-02-86-02-02.wav
839,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_86/03-01-06-02-02-86-02-02.wav
840,disappointment,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_86/03-01-12-01-02-86-02-02.wav
841,excited,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-09-01-02-81-02-02-04.wav
842,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-03-02-02-81-02-02-04.wav
843,excited,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-09-01-05-81-02-02-04.wav
844,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-03-01-02-81-02-02-04.wav
845,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-04-01-01-81-02-02-04.wav
846,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-03-01-02-81-02-02-04-13.wav
847,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-08-01-05-81-02-02-02.wav
848,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-08-01-02-81-02-02-04.wav
849,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-02-01-02-81-02-02-04.wav
850,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-03-01-01-81-02-02-02.wav
851,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-08-01-04-81-02-02-04.wav
852,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_81/03-01-08-01-03-81-02-02-04.wav
853,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-08-01-02-75-02-02-18.wav
854,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-06-02-17-75-02-02-16.wav
855,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-02-01-03-75-02-02.wav
856,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-06-02-18-75-02-02-16.wav
857,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-07-01-05-75-02-02-17.wav
858,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-08-01-03-75-04-02-18.wav
859,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-06-02-16-75-02-02-16.wav
860,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-08-01-03-75-02-02-18.wav
861,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-06-02-19-75-02-02-16.wav
862,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-07-01-06-75-02-02-17.wav
863,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-06-02-21-75-02-02-16.wav
864,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-05-01-03-75-02-02.wav
865,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-08-01-04-75-02-02.wav
866,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-08-01-05-75-02-02.wav
867,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-03-01-08-75-02-02.wav
868,disgust,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-07-01-16-75-02-02-17.wav
869,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-06-02-15-75-02-02-16.wav
870,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-06-01-20-75-02-02-16.wav
871,surprised,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-08-01-16-75-02-02-18.wav
872,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-06-01-03-75-02-02-16.wav
873,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_75/03-01-03-01-03-75-02-02.wav
874,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_5/03-01-02-01-01-05-01-03-01.wav
875,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_5/03-01-04-02-08-05-01-03-01.wav
876,neutral,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_5/03-01-02-01-02-05-01-03-01-02.wav
877,happy,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_5/03-01-03-01-05-05-01-03-01.wav
878,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_5/03-01-05-02-15-05-01-03-01.wav
879,fearful,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_5/03-01-06-01-07-05-01-03-01.wav
880,angry,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_5/03-01-05-02-03-05-01-03-01.wav
881,sad,/Users/stephen/Desktop/Speech_Commands/Data/ASVP-ESD_UPDATE/Audio/actor_5/03-01-04-01-07-05-01-03-01.wav
