,Emotions,Folder,Filename,Sample_Rate,Num_Frames,Duration
892,sad,actor_5,/03-01-04-01-06-05-01-03-01.wav,16000,94042,5.877625
893,angry,actor_5,/03-01-05-02-05-05-01-03-01.wav,16000,62277,3.8923125
894,happy,actor_5,/03-01-03-01-04-05-01-03-01-77.wav,16000,38035,2.3771875
895,angry,actor_5,/03-01-05-02-21-05-01-03-01.wav,16000,112849,7.0530625
896,surprised,actor_5,/03-01-08-01-05-05-01-03-01-02.wav,16000,46395,2.8996875
897,angry,actor_5,/03-01-05-02-13-05-01-03-01.wav,16000,75234,4.702125
898,happy,actor_5,/03-01-03-01-03-05-01-03-01.wav,16000,22153,1.3845625
899,sad,actor_5,/03-01-04-01-09-05-01-03-01.wav,16000,158408,9.9005
900,surprised,actor_5,/03-01-08-02-07-05-01-03-01.wav,16000,62277,3.8923125
901,angry,actor_5,/03-01-05-02-14-05-01-03-01.wav,16000,174708,10.91925
902,angry,actor_5,/03-01-05-02-02-05-01-03-01.wav,16000,96968,6.0605
903,angry,actor_5,/03-01-05-02-19-05-01-03-01-02.wav,16000,59351,3.7094375
904,sad,actor_5,/03-01-04-01-01-05-01-03-01.wav,16000,117448,7.3405
905,angry,actor_5,/03-01-05-02-14-05-01-03-01-02.wav,16000,174708,10.91925
906,angry,actor_5,/03-01-05-02-07-05-01-03-01.wav,16000,38871,2.4294375
907,angry,actor_5,/03-01-05-02-18-05-01-03-01-02.wav,16000,142107,8.8816875
908,neutral,actor_5,/03-01-02-01-05-05-01-03-01.wav,16000,22153,1.3845625
909,surprised,actor_5,/03-01-08-01-02-05-01-03-01.wav,16000,22571,1.4106875
910,happy,actor_5,/03-01-03-01-01-05-01-03-01.wav,16000,38035,2.3771875
911,angry,actor_5,/03-01-05-02-08-05-01-03-01.wav,16000,38871,2.4294375
912,angry,actor_5,/03-01-05-02-35-05-01-03-01.wav,16000,46395,2.8996875
913,sad,actor_5,/03-01-04-01-07-05-01-03-01-03.wav,16000,62695,3.9184375
914,sad,actor_5,/03-01-04-01-07-05-01-03-01-02.wav,16000,94460,5.90375
915,angry,actor_5,/03-01-05-01-11-05-01-03-01.wav,16000,54336,3.396
916,sad,actor_5,/03-01-04-01-09-05-01-03-01-02.wav,16000,170111,10.6319375
917,sad,actor_5,/03-01-04-01-04-05-01-03-01-02.wav,16000,174708,10.91925
918,angry,actor_5,/03-01-05-02-16-05-01-03-01.wav,16000,114104,7.1315
919,happy,actor_5,/03-01-03-01-06-05-01-03-01.wav,16000,142525,8.9078125
920,neutral,actor_5,/03-01-02-01-02-05-01-03-01.wav,16000,110342,6.896375
921,sad,actor_5,/03-01-04-01-03-05-01-03-01.wav,16000,94042,5.877625
922,disappointment,actor_5,/03-01-12-01-03-05-01-03-01.wav,16000,48484,3.03025
923,surprised,actor_5,/03-01-08-01-13-05-01-03-01.wav,16000,56844,3.55275
924,angry,actor_5,/03-01-05-02-19-05-01-03-01.wav,16000,46395,2.8996875
925,angry,actor_5,/03-01-05-02-20-05-01-03-01-02.wav,16000,110342,6.896375
926,angry,actor_5,/03-01-05-02-17-05-01-03-01.wav,16000,30512,1.907
927,fearful,actor_5,/03-01-06-01-05-05-01-03-01.wav,16000,67293,4.2058125
928,happy,actor_5,/03-01-03-01-06-05-01-03-01-02.wav,16000,126643,7.9151875
929,angry,actor_5,/03-01-05-02-20-05-01-03-01-03.wav,16000,105745,6.6090625
930,happy,actor_5,/03-01-03-01-07-05-01-03-01.wav,16000,70218,4.388625
931,angry,actor_5,/03-01-05-01-06-05-01-03-01.wav,16000,51409,3.2130625
932,happy,actor_5,/03-01-03-01-08-05-01-03-01.wav,16000,60605,3.7878125
933,angry,actor_5,/03-01-05-02-01-05-01-03-01.wav,16000,86519,5.4074375
934,sad,actor_5,/03-01-04-01-02-05-01-03-01.wav,16000,171782,10.736375
935,angry,actor_5,/03-01-05-02-18-05-01-03-01.wav,16000,94460,5.90375
936,neutral,actor_5,/03-01-02-01-12-05-01-03-01.wav,16000,93624,5.8515
937,angry,actor_5,/03-01-05-02-22-05-01-03-01.wav,16000,62695,3.9184375
938,sad,actor_5,/03-01-04-01-05-05-01-03-01.wav,16000,78577,4.9110625
939,angry,actor_5,/03-01-05-02-06-05-01-03-01.wav,16000,83175,5.1984375
940,sad,actor_5,/03-01-04-02-02-05-01-03-01.wav,16000,77742,4.858875
941,angry,actor_5,/03-01-05-01-01-05-01-03-01.wav,16000,167603,10.4751875
942,angry,actor_5,/03-01-05-02-09-05-01-03-01.wav,16000,14630,0.914375
943,neutral,actor_5,/03-01-02-01-04-05-01-03-01.wav,16000,30094,1.880875
944,surprised,actor_5,/03-01-08-01-03-05-01-03-01.wav,16000,34692,2.16825
945,fearful,actor_5,/03-01-06-01-02-05-01-03-01.wav,16000,55172,3.44825
946,angry,actor_5,/03-01-05-02-10-05-01-03-01.wav,16000,27648,1.728
947,happy,actor_2,/03-01-03-01-08-02-02-03-01-02.wav,16000,158408,9.9005
948,happy,actor_2,/03-01-03-01-05-02-02-03-01-02.wav,16000,78577,4.9110625
949,neutral,actor_2,/03-01-02-01-03-02-02-03-01.wav,16000,74398,4.649875
950,happy,actor_2,/03-01-03-01-05-02-02-03-01-03.wav,16000,88191,5.5119375
951,angry,actor_2,/03-01-05-02-17-02-02-03-01.wav,16000,133748,8.35925
952,happy,actor_2,/03-01-03-01-11-02-02-03-01.wav,16000,67293,4.2058125
953,angry,actor_2,/03-01-05-02-01-02-02-03-01.wav,16000,42633,2.6645625
954,angry,actor_2,/03-01-05-02-06-02-02-03-01.wav,16000,35528,2.2205
955,angry,actor_2,/03-01-05-02-22-02-02-03-01.wav,16000,46395,2.8996875
956,neutral,actor_2,/03-01-02-01-12-02-02-03-01.wav,16000,39707,2.4816875
957,angry,actor_2,/03-01-05-01-18-02-02-03-01.wav,16000,174708,10.91925
958,angry,actor_2,/03-01-05-02-10-02-02-03-01.wav,16000,165513,10.3445625
959,neutral,actor_2,/03-01-02-02-03-02-02-03-01.wav,16000,38035,2.3771875
960,angry,actor_2,/03-01-05-02-09-02-02-03-01.wav,16000,125807,7.8629375
961,angry,actor_2,/03-01-05-02-23-02-02-03-01.wav,16000,38035,2.3771875
962,fearful,actor_2,/03-01-06-01-03-02-02-03-01.wav,16000,119537,7.4710625
963,angry,actor_2,/03-01-05-02-11-02-02-03-01.wav,16000,101983,6.3739375
964,neutral,actor_2,/03-01-02-02-02-02-02-03-01.wav,16000,30094,1.880875
965,happy,actor_2,/03-01-03-01-01-02-02-03-01.wav,16000,48902,3.056375
966,angry,actor_2,/03-01-05-02-08-02-02-03-01.wav,16000,77742,4.858875
967,happy,actor_2,/03-01-03-02-06-02-02-03-01.wav,16000,165513,10.3445625
968,angry,actor_2,/03-01-05-01-08-02-02-03-01.wav,16000,23407,1.4629375
969,neutral,actor_2,/03-01-02-01-02-02-02-03-01.wav,16000,38035,2.3771875
970,neutral,actor_2,/03-01-02-02-05-02-02-03-01.wav,16000,22989,1.4368125
971,angry,actor_2,/03-01-05-02-16-02-02-03-01.wav,16000,149631,9.3519375
972,fearful,actor_2,/03-01-06-01-04-02-02-03-01.wav,16000,45977,2.8735625
973,angry,actor_2,/03-01-05-02-24-02-02-03-01.wav,16000,78577,4.9110625
974,angry,actor_2,/03-01-05-01-01-02-02-03-01-02.wav,16000,174708,10.91925
975,angry,actor_2,/03-01-05-02-19-02-02-03-01.wav,16000,78160,4.885
976,angry,actor_2,/03-01-05-01-07-02-02-03-01.wav,16000,158408,9.9005
977,disappointment,actor_2,/03-01-12-01-03-02-02-03-01.wav,16000,62277,3.8923125
978,happy,actor_2,/03-01-03-01-09-02-02-03-01.wav,16000,35528,2.2205
979,happy,actor_2,/03-01-03-02-12-02-02-03-01.wav,16000,125807,7.8629375
980,angry,actor_2,/03-01-05-02-21-02-02-03-01.wav,16000,174708,10.91925
981,happy,actor_2,/03-01-03-01-15-02-02-03-01.wav,16000,45977,2.8735625
982,angry,actor_2,/03-01-05-02-05-02-02-03-01.wav,16000,19227,1.2016875
983,neutral,actor_2,/03-01-02-01-08-02-02-03-01.wav,16000,46395,2.8996875
984,happy,actor_2,/03-01-03-01-03-02-02-03-01.wav,16000,115358,7.209875
985,neutral,actor_2,/03-01-02-01-07-02-02-03-01.wav,16000,157572,9.84825
986,angry,actor_2,/03-01-05-02-24-02-02-03-01-02.wav,16000,142525,8.9078125
987,angry,actor_2,/03-01-05-01-14-02-02-03-01.wav,16000,155482,9.717625
988,fearful,actor_2,/03-01-06-01-01-02-02-03-01.wav,16000,61859,3.8661875
989,angry,actor_2,/03-01-05-02-13-02-02-03-01.wav,16000,62277,3.8923125
990,excited,actor_2,/03-01-09-02-04-02-02-03-01.wav,16000,48484,3.03025
991,surprised,actor_2,/03-01-08-01-07-02-02-03-01.wav,16000,19227,1.2016875
992,happy,actor_2,/03-01-03-01-04-02-02-03-01.wav,16000,101983,6.3739375
993,angry,actor_2,/03-01-05-02-02-02-02-03-01.wav,16000,123299,7.7061875
994,neutral,actor_2,/03-01-02-02-11-02-02-03-01.wav,16000,30512,1.907
995,angry,actor_2,/03-01-05-02-15-02-02-03-01.wav,16000,53918,3.369875
996,neutral,actor_2,/03-01-02-01-01-02-02-03-01-02.wav,16000,174708,10.91925
997,surprised,actor_2,/03-01-08-02-01-02-02-03-01.wav,16000,133748,8.35925
998,surprised,actor_2,/03-01-08-01-06-02-02-03-01.wav,16000,46813,2.9258125
999,neutral,actor_2,/03-01-02-01-01-02-02-03-01.wav,16000,66457,4.1535625
1000,angry,actor_2,/03-01-05-01-18-02-02-03-01-03.wav,16000,82147,5.1341875
1001,angry,actor_2,/03-01-05-02-03-02-02-03-01.wav,16000,133329,8.3330625
1002,angry,actor_2,/03-01-05-02-21-02-02-03-01-03.wav,16000,46395,2.8996875
1003,angry,actor_2,/03-01-05-02-21-02-02-03-01-02.wav,16000,126643,7.9151875
1004,angry,actor_2,/03-01-05-01-18-02-02-03-01-02.wav,16000,174708,10.91925
1005,angry,actor_2,/03-01-05-02-22-02-02-03-01-02.wav,16000,62695,3.9184375
1006,surprised,actor_2,/03-01-08-02-10-02-02-03-01.wav,16000,165513,10.3445625
1007,angry,actor_2,/03-01-05-02-20-02-02-03-01.wav,16000,85683,5.3551875
1008,neutral,actor_2,/03-01-02-01-09-02-02-03-01.wav,16000,14212,0.88825
1009,angry,actor_2,/03-01-05-02-04-02-02-03-01.wav,16000,11286,0.705375
1010,neutral,actor_2,/03-01-02-02-01-02-02-03-01.wav,16000,45977,2.8735625
1011,excited,actor_2,/03-01-09-01-05-02-02-03-01.wav,16000,46395,2.8996875
1012,angry,actor_2,/03-01-05-02-12-02-02-03-01.wav,16000,101983,6.3739375
1013,surprised,actor_3,/03-01-08-02-12-03-02-03-01.wav,16000,54336,3.396
1014,angry,actor_3,/03-01-05-01-18-03-02-03-01.wav,16000,69800,4.3625
1015,surprised,actor_3,/03-01-08-01-15-03-02-03-01.wav,16000,149213,9.3258125
1016,surprised,actor_3,/03-01-08-01-28-03-02-03-01.wav,16000,62695,3.9184375
1017,sad,actor_3,/03-01-04-02-02-03-02-03-01.wav,16000,157572,9.84825
1018,angry,actor_3,/03-01-05-01-01-03-02-03-01.wav,16000,98640,6.165
1019,sad,actor_3,/03-01-04-01-05-03-02-03-01.wav,16000,103237,6.4523125
1020,sad,actor_3,/03-01-04-01-07-03-02-03-01-02.wav,16000,62695,3.9184375
1021,angry,actor_3,/03-01-05-02-06-03-02-03-01.wav,16000,78577,4.9110625
1022,neutral,actor_3,/03-01-02-01-04-03-02-03-01.wav,16000,165513,10.3445625
1023,happy,actor_3,/03-01-03-01-03-03-02-03-01-02.wav,16000,153392,9.587
1024,angry,actor_3,/03-01-05-02-09-03-02-03-01.wav,16000,22989,1.4368125
1025,neutral,actor_3,/03-01-02-02-11-03-02-03-01-02.wav,16000,78577,4.9110625
1026,angry,actor_3,/03-01-05-02-10-03-02-03-01.wav,16000,69382,4.336375
1027,surprised,actor_3,/03-01-08-01-27-03-02-03-01.wav,16000,46395,2.8996875
1028,neutral,actor_3,/03-01-02-01-20-03-02-03-01.wav,16000,60339,3.7711875
1029,neutral,actor_3,/03-01-02-01-27-03-02-03-01.wav,16000,38035,2.3771875
1030,surprised,actor_3,/03-01-08-01-20-03-02-03-01.wav,16000,25344,1.584
1031,angry,actor_3,/03-01-05-02-17-03-02-03-01.wav,16000,133748,8.35925
1032,surprised,actor_3,/03-01-08-02-03-03-02-03-01.wav,16000,22571,1.4106875
1033,surprised,actor_3,/03-01-08-01-04-03-02-03-01.wav,16000,85683,5.3551875
1034,neutral,actor_3,/03-01-02-01-03-03-02-03-01.wav,16000,49320,3.0825
1035,angry,actor_3,/03-01-05-02-01-03-02-03-01.wav,16000,43469,2.7168125
1036,happy,actor_3,/03-01-03-01-08-03-02-03-01.wav,16000,53918,3.369875
1037,sad,actor_3,/03-01-04-01-02-03-02-03-01.wav,16000,53918,3.369875
1038,sad,actor_3,/03-01-04-01-04-03-02-03-01-02.wav,16000,174708,10.91925
1039,neutral,actor_3,/03-01-02-01-15-03-02-03-01.wav,16000,62695,3.9184375
1040,angry,actor_3,/03-01-05-02-18-03-02-03-01.wav,16000,38035,2.3771875
1041,happy,actor_3,/03-01-03-01-11-03-02-03-01.wav,16000,115776,7.236
1042,angry,actor_3,/03-01-05-02-16-03-02-03-01.wav,16000,62277,3.8923125
1043,neutral,actor_3,/03-01-02-01-26-03-02-03-01.wav,16000,30512,1.907
1044,surprised,actor_3,/03-01-08-01-21-03-02-03-01.wav,16000,134166,8.385375
1045,neutral,actor_3,/03-01-02-01-02-03-02-03-01.wav,16000,62277,3.8923125
1046,boredom,actor_3,/03-01-01-01-17-03-02-03-01.wav,16000,149213,9.3258125
1047,happy,actor_3,/03-01-03-01-06-03-02-03-01.wav,16000,67293,4.2058125
1048,sad,actor_3,/03-01-04-02-04-03-02-03-01.wav,16000,98640,6.165
1049,happy,actor_3,/03-01-03-01-09-03-02-03-01.wav,16000,117448,7.3405
1050,sad,actor_3,/03-01-04-01-03-03-02-03-01.wav,16000,149213,9.3258125
1051,surprised,actor_3,/03-01-08-02-14-03-02-03-01.wav,16000,109506,6.844125
1052,angry,actor_3,/03-01-05-02-19-03-02-03-01.wav,16000,101983,6.3739375
1053,happy,actor_3,/03-01-03-01-10-03-02-03-01.wav,16000,174708,10.91925
1054,surprised,actor_3,/03-01-08-02-13-03-02-03-01-77.wav,16000,27169,1.6980625
1055,neutral,actor_3,/03-01-02-01-14-03-02-03-01.wav,16000,30512,1.907
1056,neutral,actor_3,/03-01-02-01-20-03-02-03-01-03.wav,16000,126643,7.9151875
1057,neutral,actor_3,/03-01-02-01-13-03-02-03-01.wav,16000,25497,1.5935625
1058,surprised,actor_3,/03-01-08-01-29-03-02-03-01.wav,16000,46395,2.8996875
1059,sad,actor_3,/03-01-04-01-04-03-02-03-01.wav,16000,174708,10.91925
1060,angry,actor_3,/03-01-05-02-07-03-02-03-01.wav,16000,93624,5.8515
1061,neutral,actor_3,/03-01-02-01-37-03-02-03-01.wav,16000,46395,2.8996875
1062,angry,actor_3,/03-01-05-02-08-03-02-03-01.wav,16000,158408,9.9005
1063,happy,actor_3,/03-01-03-01-01-03-02-03-01.wav,16000,101983,6.3739375
1064,neutral,actor_3,/03-01-02-01-42-03-02-03-01.wav,16000,77742,4.858875
1065,neutral,actor_3,/03-01-02-01-13-03-02-03-01-02.wav,16000,174708,10.91925
1066,neutral,actor_3,/03-01-02-01-21-03-02-03-01.wav,16000,174708,10.91925
1067,angry,actor_3,/03-01-05-02-11-03-02-03-01.wav,16000,64785,4.0490625
1068,happy,actor_3,/03-01-03-01-04-03-02-03-01.wav,16000,91534,5.720875
1069,excited,actor_3,/03-01-09-01-03-03-02-03-01.wav,16000,142525,8.9078125
1070,angry,actor_3,/03-01-05-01-13-03-02-03-01.wav,16000,45977,2.8735625
1071,neutral,actor_3,/03-01-02-01-19-03-02-03-01.wav,16000,38035,2.3771875
1072,surprised,actor_3,/03-01-08-01-23-03-02-03-01.wav,16000,27169,1.6980625
1073,neutral,actor_3,/03-01-02-01-24-03-02-03-01.wav,16000,38035,2.3771875
1074,neutral,actor_3,/03-01-02-01-12-03-02-03-01-03.wav,16000,174708,10.91925
1075,angry,actor_3,/03-01-05-02-02-03-02-03-01-02.wav,16000,110342,6.896375
1076,angry,actor_3,/03-01-05-01-05-03-02-03-01.wav,16000,149213,9.3258125
1077,neutral,actor_3,/03-01-02-01-32-03-02-03-01.wav,16000,45977,2.8735625
1078,angry,actor_3,/03-01-05-02-02-03-02-03-01.wav,16000,126643,7.9151875
1079,sad,actor_3,/03-01-04-01-01-03-02-03-01.wav,16000,93624,5.8515
1080,neutral,actor_3,/03-01-02-01-12-03-02-03-01-02.wav,16000,174708,10.91925
1081,sad,actor_3,/03-01-04-02-01-03-02-03-01.wav,16000,171364,10.71025
1082,neutral,actor_3,/03-01-02-01-08-03-02-03-01.wav,16000,62695,3.9184375
1083,neutral,actor_3,/03-01-02-01-11-03-02-03-01.wav,16000,15884,0.99275
1084,angry,actor_3,/03-01-05-02-21-03-02-03-01.wav,16000,18809,1.1755625
1085,surprised,actor_3,/03-01-08-01-24-03-02-03-01.wav,16000,78577,4.9110625
1086,angry,actor_3,/03-01-05-01-14-03-02-03-01.wav,16000,489013,30.5633125
1087,sad,actor_3,/03-01-04-01-10-03-02-03-01.wav,16000,125807,7.8629375
1088,neutral,actor_3,/03-01-02-01-21-03-02-03-01-03.wav,16000,174708,10.91925
1089,neutral,actor_3,/03-01-02-01-21-03-02-03-01-02.wav,16000,174708,10.91925
1090,happy,actor_3,/03-01-03-01-03-03-02-03-01.wav,16000,46395,2.8996875
1091,sad,actor_3,/03-01-04-01-09-03-02-03-01.wav,16000,70218,4.388625
1092,neutral,actor_3,/03-01-02-01-07-03-02-03-01.wav,16000,46395,2.8996875
1093,neutral,actor_3,/03-01-02-01-09-03-02-03-01.wav,16000,104491,6.5306875
1094,angry,actor_3,/03-01-05-01-03-03-02-03-01.wav,16000,174708,10.91925
1095,sad,actor_3,/03-01-04-01-07-03-02-03-01.wav,16000,174708,10.91925
1096,angry,actor_3,/03-01-05-02-04-03-02-03-01.wav,16000,78577,4.9110625
1097,angry,actor_3,/03-01-05-01-03-03-02-03-01-02.wav,16000,108253,6.7658125
1098,angry,actor_3,/03-01-05-02-20-03-02-03-01.wav,16000,174708,10.91925
1099,neutral,actor_3,/03-01-02-01-10-03-02-03-01.wav,16000,82339,5.1461875
1100,neutral,actor_3,/03-01-02-01-22-03-02-03-01.wav,16000,22153,1.3845625
1101,angry,actor_3,/03-01-05-01-15-03-02-03-01.wav,16000,158408,9.9005
1102,happy,actor_3,/03-01-03-01-02-03-02-03-01.wav,16000,94042,5.877625
1103,sad,actor_3,/03-01-04-01-08-03-02-03-01.wav,16000,126643,7.9151875
1104,neutral,actor_3,/03-01-02-02-01-03-02-03-01.wav,16000,109506,6.844125
1105,happy,actor_3,/03-01-03-01-05-03-02-03-01.wav,16000,99475,6.2171875
1106,neutral,actor_3,/03-01-02-01-01-03-02-03-01.wav,16000,30512,1.907
1107,surprised,actor_3,/03-01-08-01-06-03-02-03-01.wav,16000,30094,1.880875
1108,happy,actor_3,/03-01-03-01-07-03-02-03-01-77.wav,16000,56618,3.538625
1109,sad,actor_3,/03-01-04-02-11-03-02-03-01.wav,16000,158408,9.9005
1110,neutral,actor_3,/03-01-02-01-18-03-02-03-01.wav,16000,17137,1.0710625
1111,neutral,actor_3,/03-01-02-01-14-03-02-03-01-02.wav,16000,46395,2.8996875
1112,surprised,actor_3,/03-01-08-01-22-03-02-03-01.wav,16000,49738,3.108625
1113,neutral,actor_3,/03-01-02-01-25-03-02-03-01.wav,16000,14212,0.88825
1114,angry,actor_3,/03-01-05-02-15-03-02-03-01.wav,16000,133748,8.35925
1115,disappointment,actor_3,/03-01-12-02-11-03-02-03-01.wav,16000,156318,9.769875
1116,sad,actor_3,/03-01-04-01-16-03-02-03-01.wav,16000,70218,4.388625
1117,angry,actor_3,/03-01-05-02-03-03-02-03-01.wav,16000,71054,4.440875
1118,surprised,actor_3,/03-01-08-02-17-03-02-03-01-77.wav,16000,30512,1.907
1119,surprised,actor_3,/03-01-08-01-09-03-02-03-01.wav,16000,51409,3.2130625
1120,sad,actor_4,/03-01-04-02-02-04-02-03-01.wav,16000,101983,6.3739375
1121,sad,actor_4,/03-01-04-01-05-04-02-03-01.wav,16000,174708,10.91925
1122,surprised,actor_4,/03-01-08-01-03-04-02-03-01.wav,16000,35528,2.2205
1123,happy,actor_4,/03-01-03-02-07-04-02-03-01.wav,16000,10868,0.67925
1124,fearful,actor_4,/03-01-06-01-02-04-02-03-01.wav,16000,38453,2.4033125
1125,sad,actor_4,/03-01-04-01-13-04-02-03-01.wav,16000,158408,9.9005
1126,angry,actor_4,/03-01-05-01-17-04-02-03-01.wav,16000,174708,10.91925
1127,sad,actor_4,/03-01-04-01-14-04-02-03-01.wav,16000,94042,5.877625
1128,happy,actor_4,/03-01-03-01-07-04-02-03-01.wav,16000,101983,6.3739375
1129,angry,actor_4,/03-01-05-01-09-04-02-03-01.wav,16000,141689,8.8555625
1130,surprised,actor_4,/03-01-08-01-04-04-02-03-01.wav,16000,126643,7.9151875
1131,neutral,actor_4,/03-01-02-01-03-04-02-03-01.wav,16000,173454,10.840875
1132,happy,actor_4,/03-01-03-01-08-04-02-03-01.wav,16000,174708,10.91925
1133,sad,actor_4,/03-01-04-02-05-04-02-03-01.wav,16000,62695,3.9184375
1134,excited,actor_4,/03-01-09-02-08-04-02-03-01.wav,16000,26751,1.6719375
1135,angry,actor_4,/03-01-05-01-06-04-02-03-01.wav,16000,78577,4.9110625
1136,angry,actor_4,/03-01-05-02-18-04-02-03-01.wav,16000,131240,8.2025
1137,neutral,actor_4,/03-01-02-02-12-04-02-03-01.wav,16000,46395,2.8996875
1138,sad,actor_4,/03-01-04-01-15-04-02-03-01.wav,16000,45977,2.8735625
1139,angry,actor_4,/03-01-05-02-16-04-02-03-01.wav,16000,62695,3.9184375
1140,happy,actor_4,/03-01-03-02-01-04-02-03-01.wav,16000,77742,4.858875
1141,angry,actor_4,/03-01-05-01-08-04-02-03-01.wav,16000,138346,8.646625
1142,surprised,actor_4,/03-01-08-01-05-04-02-03-01.wav,16000,51409,3.2130625
1143,neutral,actor_4,/03-01-02-01-02-04-02-03-01.wav,16000,93624,5.8515
1144,happy,actor_4,/03-01-03-01-06-04-02-03-01.wav,16000,117448,7.3405
1145,angry,actor_4,/03-01-05-02-13-04-02-03-01-02.wav,16000,110342,6.896375
1146,sad,actor_4,/03-01-04-02-04-04-02-03-01.wav,16000,107417,6.7135625
1147,angry,actor_4,/03-01-05-01-07-04-02-03-01.wav,16000,62695,3.9184375
1148,angry,actor_4,/03-01-05-01-17-04-02-03-01-02.wav,16000,174708,10.91925
1149,angry,actor_4,/03-01-05-02-19-04-02-03-01.wav,16000,14212,0.88825
1150,angry,actor_4,/03-01-05-01-07-04-02-03-01-02.wav,16000,89444,5.59025
1151,sad,actor_4,/03-01-04-02-05-04-02-03-01-05.wav,16000,46395,2.8996875
1152,happy,actor_4,/03-01-03-02-06-04-02-03-01.wav,16000,77742,4.858875
1153,angry,actor_4,/03-01-05-02-11-04-02-03-01.wav,16000,53918,3.369875
1154,sad,actor_4,/03-01-04-01-12-04-02-03-01.wav,16000,155482,9.717625
1155,happy,actor_4,/03-01-03-01-04-04-02-03-01.wav,16000,79831,4.9894375
1156,neutral,actor_4,/03-01-02-02-05-04-02-03-01-03.wav,16000,46395,2.8996875
1157,neutral,actor_4,/03-01-02-02-07-04-02-03-01.wav,16000,157572,9.84825
1158,fearful,actor_4,/03-01-06-01-06-04-02-03-01.wav,16000,158408,9.9005
1159,neutral,actor_4,/03-01-02-02-05-04-02-03-01-02.wav,16000,30512,1.907
1160,angry,actor_4,/03-01-05-02-14-04-02-03-01.wav,16000,174708,10.91925
1161,sad,actor_4,/03-01-04-02-10-04-02-03-01.wav,16000,78577,4.9110625
1162,neutral,actor_4,/03-01-02-01-01-04-02-03-01-02.wav,16000,78577,4.9110625
1163,neutral,actor_4,/03-01-02-02-11-04-02-03-01.wav,16000,149213,9.3258125
1164,angry,actor_4,/03-01-05-02-01-04-02-03-01-02.wav,16000,158408,9.9005
1165,sad,actor_4,/03-01-04-02-06-04-02-03-01.wav,16000,174708,10.91925
1166,angry,actor_4,/03-01-05-01-05-04-02-03-01.wav,16000,77742,4.858875
1167,angry,actor_4,/03-01-05-02-02-04-02-03-01.wav,16000,174708,10.91925
1168,neutral,actor_4,/03-01-02-01-08-04-02-03-01.wav,16000,43469,2.7168125
1169,angry,actor_4,/03-01-05-02-12-04-02-03-01-02.wav,16000,171364,10.71025
1170,neutral,actor_4,/03-01-02-02-05-04-02-03-01-04.wav,16000,62695,3.9184375
1171,angry,actor_4,/03-01-05-02-13-04-02-03-01.wav,16000,158408,9.9005
1172,fearful,actor_4,/03-01-06-01-01-04-02-03-01.wav,16000,125807,7.8629375
1173,surprised,actor_4,/03-01-08-02-11-04-02-03-01-77.wav,16000,78335,4.8959375
1174,happy,actor_4,/03-01-03-01-03-04-02-03-01.wav,16000,30512,1.907
1175,neutral,actor_4,/03-01-02-01-07-04-02-03-01.wav,16000,19227,1.2016875
1176,happy,actor_4,/03-01-03-02-04-04-02-03-01.wav,16000,93624,5.8515
1177,neutral,actor_4,/03-01-02-01-09-04-02-03-01.wav,16000,110324,6.89525
1178,surprised,actor_4,/03-01-08-02-10-04-02-03-01.wav,16000,20183,1.2614375
1179,angry,actor_4,/03-01-05-02-12-04-02-03-01.wav,16000,174708,10.91925
1180,neutral,actor_4,/03-01-02-01-06-04-02-03-01.wav,16000,22571,1.4106875
1181,happy,actor_4,/03-01-03-01-02-04-02-03-01.wav,16000,51409,3.2130625
1182,happy,actor_4,/03-01-03-01-05-04-02-03-01.wav,16000,45977,2.8735625
1183,neutral,actor_4,/03-01-02-01-07-04-02-03-01-02.wav,16000,174708,10.91925
1184,neutral,actor_4,/03-01-02-01-01-04-02-03-01.wav,16000,54336,3.396
1185,sad,actor_4,/03-01-04-02-08-04-02-03-01.wav,16000,149213,9.3258125
1186,angry,actor_4,/03-01-05-02-15-04-02-03-01.wav,16000,107417,6.7135625
1187,sad,actor_4,/03-01-04-02-01-04-02-03-01-02.wav,16000,110342,6.896375
1188,disgust,actor_4,/03-01-07-01-01-04-02-03-01-03.wav,16000,56426,3.526625
1189,angry,actor_4,/03-01-05-02-03-04-02-03-01.wav,16000,86937,5.4335625
1190,surprised,actor_4,/03-01-08-01-09-04-02-03-01.wav,16000,37217,2.3260625
1191,angry,actor_4,/03-01-05-01-04-04-02-03-01.wav,16000,30094,1.880875
1192,fearful,actor_57,/03-01-06-02-42-57-02-02-02-16.wav,16000,111084,6.94275
1193,neutral,actor_57,/03-01-02-01-35-57-02-02-02.wav,16000,8957,0.5598125
1194,angry,actor_57,/03-01-05-01-02-57-02-02-03.wav,16000,137509,8.5943125
1195,fearful,actor_57,/03-01-06-02-32-57-02-02-02-01.wav,16000,137600,8.6
1196,fearful,actor_57,/03-01-06-02-32-57-02-02-02-02.wav,16000,137600,8.6
1197,fearful,actor_57,/03-01-06-02-33-57-02-02-02.wav,16000,38870,2.429375
1198,neutral,actor_57,/03-01-02-01-05-57-02-02-02-12.wav,16000,13189,0.8243125
1199,neutral,actor_57,/03-01-02-01-43-57-02-02-02-15.wav,16000,17972,1.12325
1200,neutral,actor_57,/03-01-02-01-63-57-02-03-18.wav,16000,35494,2.218375
1201,neutral,actor_57,/03-01-02-01-64-57-02-03-18.wav,16000,52597,3.2873125
1202,neutral,actor_57,/03-01-02-01-43-57-02-02-02-12.wav,16000,14211,0.8881875
